formula,id,band_gap,formation_energy,energy_above_hull
Ta2Sn3,mp-1218088,0,0.40314607,0.443961666
N2,mp-570747,6.739,0.002401956,0.002401956
NaFe2(SiO3)4,mp-1304778,0,-2.618530398,0.073546164
MgNb2(PO5)2,mp-2215922,0.176,-2.781298353,0.150395695
Fe(SiO3)2,mp-25240,0,-2.509435035,0.144015132
Li9Mn2Co5O16,mp-1175686,0,-1.780320156,0.126108116
Na2GeF6,mp-17297,5.7875,-2.911496098,0
H7NO6,mp-626093,3.3826,-1.107068704,0.041946481
Li3Mn2(PO4)3,mp-757748,0.4855,-2.512591998,0.051338199
Na5VO5,mp-18233,1.9331,-2.048469087,0.002118792
Sm2Ge5Pt3,mp-1188952,0,-0.8066334,0.01354206
CaSn2Ir,mp-11957,0,-0.581363195,0
Mg2Ti,mp-1094386,0,0.131010032,0.131010032
Pr2MnSb3,mp-1206508,0.0945,2.15064969,3.203975438
TeMoWS3,mp-1080165,0,-0.698276786,0.061410868
MnBiAsO5,mp-554839,1.9432,-1.875384155,0
Rb(AsIr)2,mp-1207207,0,-0.450052145,0
Mg2Al4Si5O18,mp-6174,4.8175,-3.328283402,0
LaSeF,mp-7738,1.7261,-3.349922199,0
MgCuN,mp-1247391,0,0.010492451,0.533958797
YWO2,mp-1207640,0,-1.722217995,1.169793575
LiCrO2,mp-756362,2.7471,-2.404914829,0.001555666
SrEuHfTiO6,mp-1519425,0.1183,-3.638967608,0.04389421
VRhO4,mp-1100903,0,-1.763487257,0.104355717
LiDyF2,mp-1211162,0.0889,-2.585652203,0.50988118
Cs2CeAsS3Cl2,mp-572902,0.1059,-1.750606222,0.023474977
MoW(SeS)2,mp-1023930,0.4777,-0.72332161,0.093116197
Ca2Y3Si3O13,mp-1199870,0,-3.536069385,0.022441243
ZnCu3(P2O7)2,mp-1047150,0.3547,-2.075310064,0.051612192
CaPr2Mn3O9,mp-1147781,0.3136,-2.503195106,0.303031586
BaAgSb,mp-11213,0,-0.408347206,0.436702365
Ce6Y2O15,mp-758094,1.8197,-3.775397986,0.017353758
CuPb3(ClO2)2,mp-1190173,0,-1.321159444,0.05404346
Dy5Ge3C,mp-1106133,0,-0.714956735,0
Sr4MgTi3O10,mp-2229235,0,-3.116807405,0.222826689
Nb3CrS6,mp-1189260,0,-1.381499384,0
Li2Co3NiO8,mp-778768,0,-1.412711635,0.023095432
MnMoO5,mp-1105000,0,-1.656194324,0.221611058
LiNbVO4,mp-1306573,0.0597,-2.654651978,0.05116493
HoMg(WO3)2,mp-1041135,1.9252,-2.548036688,0.16970855
Ta2NbRh,mp-979288,0,-0.255578944,0
PrCO4,mp-1191029,0,-2.432561858,0.003538745
Pr4GaSbS9,mp-1202783,2.1638,-1.830809973,0
Nd3Lu,mp-1186275,0,0.028265045,0.029125656
Dy2CuAg3,mp-1225292,0,-0.260100366,0.045169293
Li2V(PO3)5,mp-540330,1.9238,-2.643648777,0.032200445
Ba3Mn,mp-1183323,0,0.468342423,0.468342423
Na3MgSn(PO4)3,mp-2715242,2.593,-2.641847819,0.014176687
AlPb3SO11,mp-1199988,0,-1.469795691,0.269446682
Na4LaAlSi(PO6)2,mp-2714351,3.7713,-2.910108753,0.106667565
AlSi,mp-1021666,0,0.30320786,0.30320786
Mg2Si3,mp-1072993,0,0.150071745,0.215231003
K2Mg2Si2O7,mp-1019779,4.6783,-2.927059254,0.034885138
LiMn3(BO3)3,mp-782644,0.419,-2.393838731,0.091737582
SiPt2,mp-1024071,0,-0.675788573,0.103424692
Pr2Si3Pd,mp-1209411,0,-0.850895475,0
MgSb2(PO5)2,mp-1043471,0,-2.306836752,0.156621582
KCrO3,mp-1076732,0,-1.669026438,0.390394812
Cu2O3,mp-760432,0.136,-0.581010802,0.046959184
Ca(WO3)2,mp-1045717,1.1728,-2.438370656,0.055024393
SrIn4Ni,mp-20479,0,-0.291545086,0.000130141
LiMn2O2F3,mp-753780,0,-2.531925582,0.055056921
Mg2Cd,mp-1094776,0,-0.025622488,0.039833587
TiH16C4(NCl3)2,mp-1203619,2.2255,-0.706164175,0.054516718
AlO3,mp-1182915,0,-1.276519648,0.931195552
BaSrNdFeO6,mp-1517104,0.1437,-2.591430295,0.093606346
LiVF3,mp-752764,2.5688,-3.047840711,0.018508799
SrCu4Ag,mp-1218338,0,-0.06619365,0.024955128
AlTlSiO4,mp-1228209,4.081,-2.898328653,0
TiW,mp-1216621,0,0.022547342,0.022547342
Sc2H5,mp-33112,0,-0.568449428,0.064202739
SmHg2,mp-1062114,0,-0.479724392,0.028166333
LaVH2I4O15,mp-1201992,2.8357,-1.462396963,0.019744959
Li2MnFe(BO3)2,mp-777511,3.0795,-2.416286039,0.005115684
CaY3Ti4O12,mp-1227117,0,-3.605206007,0.030360056
SrAlSi5N7O2,mp-695285,1.6286,-0.778552651,1.019604841
SrLaFeCoO6,mp-1276866,0,-2.383911878,0.039976425
ErScO3,mp-1212985,4.4171,-3.884429311,0.040889039
CsYMnSe3,mp-1213646,0.5245,-1.566547631,0
Sr2MnNbO6,mp-1281818,1.7479,-2.987642941,0.004637323
Li9Co7O16,mp-1175519,0,-1.692238737,0.063040882
Na5Bi2As(CO4)4,mp-776697,0.9746,-1.861292471,0.080570272
Gd(Cd10Ni)2,mp-1196375,0,0.17760244,0.237793444
Ga4Te3N2,mp-1247260,1.2968,-0.263218157,0.258046257
Mg6BiW,mp-1017052,0,0.326113977,0.38814023
PmMg2,mp-1186620,0,-0.074099242,0.020010895
UMn3,mp-1187748,0,0.140718694,0.175267231
NpGa3,mp-20821,0,-0.195459953,0
Cr3O8,mp-545771,0.1224,-1.554870523,0.141269403
CaH12(BrO3)2,mp-24044,4.1372,-1.438572647,0.008535872
La2AgS2O,mp-1211374,0,-0.992747527,1.532364439
NaSbS2,mp-557179,0.9689,-0.771877005,0.023157971
Se(OF)2,mp-1209033,3.1929,-1.109394246,0.020725181
PrAs,mp-10622,0,-1.760069192,0
UAlRu,mp-1080013,0,-0.418852254,0.066753834
Cs2Mn2Be3F12,mp-1213854,0,-3.132715884,0.163647266
H8RuC5N(ClO)3,mp-600228,3.305,-0.728551008,0.107948229
Sb2AsAuXeF14,mp-1201608,3.2728,-2.284231397,0
Hf6Ga2Co,mp-1247807,0,-0.40262563,0.006139019
Sn3Mo15Se19,mp-1219414,0,-0.529085737,0.048568317
Hg9(AsO4)4,mp-541164,1.7613,-0.855519648,0.012754113
PrN,mp-343,0,-1.545793825,0
LiMgSnAu,mp-7554,0,-0.400730428,0.058298734
Rb2P2Pd,mp-1205714,1.2653,-0.505151757,0
Co3Cu3(TeO8)2,mp-757881,0,-1.060476818,0.062128362
SrCa(RuO3)2,mp-1218505,0,-2.072613453,0.008671288
Pr8Ni18P11,mp-1211698,0,-0.901990718,0
Cr2FeNO10,mp-1213831,0,-0.47492835,0.899793803
PrHfO3,mp-755462,0,-3.431234627,0.135268315
K2Ti8O17,mp-762279,2.6099,-3.369749778,0.010685424
CeYFe4,mp-1226473,0,-0.043719773,0.020568042
ZnH12C2(N3Cl2)2,mp-707960,4.6886,-0.698700728,0
Li9Y(NiO4)2,mp-776467,2.3789,-2.04069603,0.087649941
TiReTc2,mp-865665,0,-0.322698332,0
Li4CrO5,mp-1374220,0,-0.816844448,1.261275488
MgMnBiO5,mp-1042632,1.1278,-1.860213155,0.169594366
LuNbO4,mp-644492,3.3974,-3.579383444,0
Na(CoO2)8,mp-675264,0,-0.583793081,0.602451649
Li2Co(PO4)2,mp-583967,0,-2.266536057,0.067578222
Tb2PbS4,mp-675645,2.0344,-1.856967113,0.06217399
Sn(Mo2O3)2,mp-505802,0,-1.405607137,0.269480212
Li7Mn4CoO12,mp-1175306,0,-1.994773714,0.104123731
Li2Fe2Si4O11,mp-797054,2.0829,-2.019614142,0.773006236
Hf2IrRu,mp-973434,0,-0.858367935,0.030085635
K2Sr(NbCl3)6,mp-569413,1.0688,-1.920306718,0
Li9Mn2Co5O16,mp-1176275,0.9347,-1.846746331,0.05968194
TbIn7Cu5,mp-1217523,0,-0.137103968,0.057153319
Li4TaN3,mp-30129,2.6752,-1.092791379,0
