formula,id,band_gap,formation_energy,energy_above_hull
Ni3Ge,mp-21008,0.0,-0.24728016250000096,0.0
Er5Ga2As,mp-1225757,0.0,-0.8358067057291692,0.010661353281250285
BaMgBi2O5,mp-2227887,0.0,-1.6449991436111115,0.6390484497222229
CoBP2HPbO9,mp-1193243,3.2483000000000004,-2.317299933813492,0.029445781211117072
Co2CuN2,mp-1246956,0.0,0.3044284540000007,0.30442845399999996
RbTiPS5,mp-758985,0.9165999999999999,-1.2501828325595223,0.0
Si(PbO2)2,mp-1197095,2.461,-2.061698002447916,0.007906005171182784
NaAlSi3O8,mp-1220859,5.0577,-3.203242804721486,0.006296814999998901
MgAg5,mp-1185839,0.0,-0.09011195555555318,0.007556401944446289
MgFe4(PO3)12,mp-2234300,0.8642999999999996,-2.5029633562398907,0.033848623286153234
Rb2P2Pd,mp-1205714,1.2652999999999999,-0.5051517568571426,0.0
BeAu3,mp-983539,0.0,0.08000512375000035,0.18183134000000178
LiCuO,mp-755646,0.6463999999999999,-1.336002465277777,0.09550988583333364
Mn12O5F19,mp-782818,0.0,-2.657131471393678,0.07189282098379923
ScBr3O7,mp-1179540,0.0,-0.4223591827272744,0.4555057701704559
V6CoNi,mp-1216439,0.0,-0.1725760274999999,0.0005113562500014268
Rb2NaMnF6,mp-1113676,0.0,-2.9432108399310346,0.043522676999999454
Ca2SiO4,mp-4481,4.199400000000001,-3.340156025357143,0.0
BiSe,mp-1182022,0.0,-0.45354081742187535,0.12655785833333244
W(BrO)2,mp-774146,0.8926999999999999,-1.5706550039999996,0.065755185166668
U3W2O17F2,mp-1195380,0.0,-2.423876441354165,0.2737814874999991
NaCaGaSi2O7,mp-1262161,2.8232999999999997,-2.3785539026149425,0.6367394371527704
XeF3,mp-561153,2.3756999999999997,-0.8369024512500003,0.0
Rb2SbCl3F2,mp-554605,3.0086000000000004,-2.2938417725,0.0
La2(TlPb)3,mp-1223251,0.0,-0.39908747375000075,0.0035900800000021604
LiFe2OF5,mp-776546,2.1765,-2.5237695466666654,0.0755654436419757
RbCo(BrO2)3,mp-1209697,0.19389999999999996,-0.4570978202272723,0.3616459625505044
NaPrTl2,mp-865112,0.0,-0.36514797541666866,0.0021092467708285767
CaMgAsO4F,mp-7035,3.9326000000000003,-2.883437011875,0.0
Ba2MgNbInO6,mp-2218010,1.1141,-2.4628303369696956,0.4556434941414187
CaPbI4,mp-755943,2.6263,-1.3512754362499992,0.09062763624999937
UGeRh,mp-20321,0.0,-0.7452198199999979,0.0
K2Mg(SbO3)2,mp-2217366,0.14550000000000018,-1.9336230094999989,0.23203732272726985
Rb2HgPdF6,mp-1113777,0.0,-2.1525567802500003,0.04723917042857906
TiN2F5,mp-1208194,0.0,-1.0260356794791674,1.2790171234374998
CrHgF6,mp-558864,0.0,-2.3101426984375015,0.0
Ag8Hg(AsO5)2,mp-1215006,0.0484,-0.7461365105158725,0.09447424869047527
Sr5(TiN3)2,mp-1247347,1.8023999999999996,-1.2668055442948707,0.019524331923090443
Pr2Sb3Pd,mp-1207360,0.014100000000000001,2.2773772411111124,3.331474374166666
Sr2PrBiO6,mp-1516990,1.7451000000000003,-2.769585722166666,0.0
